len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.646486;59.71428733333333;340.7;85.66993955210256;-3.813479757817497;114.0;;68.0;0.0;;0.0684814453125;1.0230712890625;0.0045166015625;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;0.0;;7.5;7.2;7.8;7.7;2.3806152379955;3.61860204415485;-1.2082444462960984;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;5.5;0.0;3.61860204415485;up;0;0.01;0.0;1
2.0;6.0;60.646472;59.714298166666666;340.7;83.54935292964171;-1.9909515640127136;113.0;;68.0;1.666853319337279;;0.037353515625;1.060546875;0.1141357421875;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.5;8.1;7.8;6.0;2.7850726054300736;2.766321416386478;-1.1150217015667443;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.766321416386478;up;0;0.01;0.0;1
3.0;5.0;60.6464605;59.714309666666665;340.6;84.84008909806049;-3.3507481578500995;115.0;;68.0;1.4257342312128576;;0.06005859375;1.0185546875;0.0341796875;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;6.8;8.1;7.9;6.0;2.96519880155027;2.42316939508777;-1.0617778473011001;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.42316939508777;up;0;0.01;0.0;1
4.0;5.0;60.64644966666667;59.714322;340.9;83.58844660874178;-2.504728978102009;113.0;;68.0;1.381068949912437;;0.0450439453125;1.0313720703125;0.105712890625;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.0;7.8;7.9;6.5;3.0432806016022718;2.4273552464939243;-1.1839722355834787;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.4273552464939243;up;0;0.01;0.0;1
6.0;5.0;60.64643783333333;59.71433183333333;341.1;88.05948466259318;-1.6544359287682209;114.0;;68.0;1.4224015440724862;;0.031982421875;1.0457763671875;0.017333984375;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.5;7.8;6.8;6.8;3.1061105626000733;2.6452079408740103;-1.2909783761857296;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.6452079408740103;up;0;0.01;0.0;1
7.0;4.0;60.64642816666667;59.7143375;341.3;86.01878571207237;-3.472073445804049;112.0;;68.0;1.1196547703183066;;0.0604248046875;1.0179443359375;0.0338134765625;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.3;7.3;6.5;7.2;3.2093047723721253;2.9689616399022887;-1.3270876549344108;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.9689616399022887;up;0;0.01;0.0;1
8.0;5.0;60.64641666666667;59.71434333333333;341.5;83.73773290728818;-3.977993055730944;113.0;;68.0;1.319177861122032;;0.06982421875;0.9989013671875;0.0618896484375;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.3;6.5;6.6;6.8;3.381620598607974;3.314541184029531;-1.0002683427192083;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;3.314541184029531;up;0;0.01;0.0;1
10.0;5.0;60.6464075;59.71435533333333;341.5;85.58142625271842;-2.8078210866918694;113.0;;68.0;1.2124840266622718;;0.0496826171875;1.01171875;0.06005859375;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.0;27.0;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;6.4;6.5;7.3;6.8;3.629274437904903;3.619347579854346;-1.1099009971612364;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;3.619347579854346;up;0;0.01;0.0;1
11.0;5.0;60.646394666666666;59.71436833333333;341.7;85.60964170171421;-3.816141937200984;112.0;;68.0;1.5950614880862832;;0.06787109375;1.0316162109375;0.0350341796875;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.1967213114754;26.975409836065573;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;6.4;6.5;7.3;6.7;3.9402594648145866;3.8400434874945035;-1.0695908821080007;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;3.8400434874945035;up;0;0.01;0.0;1
13.0;5.0;60.64638333333333;59.714381;341.6;83.05327920569206;-3.83884409485923;112.0;;68.0;1.4385820210269298;;0.0687255859375;1.0198974609375;0.1033935546875;Груженный движется вперед;32;75131;130;;;;;752.0;22.0;748.0;19.0;760.0;35.0;752.0;32.0;712.4590163934427;26.942622950819672;760.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];776;;;7.2;7.0;6.4;6.7;4.288663380889708;3.950338707958246;-0.980691243452736;6.6;6.6;7.0;7.0;-;6.6;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;3.950338707958246;up;0;0.01;0.0;1
