len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;10.0;60.6460055;59.71539033333333;338.5;78.78048774108777;-8.105491082052634;105.0;;80.0;0.0;;0.1492919921875;1.038818359375;-0.11962890625;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;0.0;;8.1;6.2;6.8;10.1;6.46620493525442;-1.8705534603421226;-1.7067536751043613;6.8;6.8;7.1;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;10;6.46620493525442;up;0;0.01;0.0;1
4.0;10.0;60.645969666666666;59.715380333333336;339.4;81.76215558262996;-1.507611644857015;104.0;;80.0;4.026169303402633;;0.02783203125;1.10498046875;0.15234375;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;9.2;8.5;8.4;10.1;4.4984891070041755;-2.7034897017081922;-1.6463014355217163;9.86;6.8;7.1;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.4984891070041755;up;0;0.01;0.0;1
7.0;10.0;60.64594266666667;59.715376166666665;339.8;80.93800154102703;-3.1028354280749038;102.0;;80.0;3.0142652516729647;;0.05517578125;0.91259765625;-0.05859375;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;8.0;8.5;8.4;8.2;3.4971894747296886;-2.753481085557195;-1.4521175184947825;6.8;6.8;7.1;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;1;0;up;0;0;3.4971894747296886;up;0;0.01;0.0;1
10.0;10.0;60.645918;59.71538216666666;339.7;76.96867163813559;-6.478759763485225;100.0;;80.0;2.7653791182072562;;0.1124267578125;0.9647216796875;-0.173828125;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;8.8;5.5;5.6;8.2;3.169768684153986;-2.349801072773891;-1.417518974762749;6.8;6.8;7.1;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;1;0;up;0;0;3.169768684153986;up;0;0.01;0.0;1
13.0;10.0;60.6458905;59.71539083333333;339.6;82.09234347046197;-3.1384581904416944;96.0;;80.0;3.097654683190401;;0.0616455078125;1.0303955078125;-0.1395263671875;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;8.8;7.2;3.4;8.1;3.275692015094174;-1.7413988240014813;-1.3057257556124737;6.8;6.8;7.1;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;1;0;up;0;0;3.275692015094174;up;0;0.01;0.0;1
16.0;11.0;60.6458595;59.715408;339.7;85.09422138392915;0.7906426262674867;87.0;;80.0;3.5758527029861233;;-0.011962890625;0.9583740234375;0.0714111328125;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;7.1;7.2;10.8;8.1;3.6221411235566086;-1.1056689956957333;-1.252474584343231;6.8;6.8;10.295;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;1;0;up;0;0;3.6221411235566086;up;0;0.01;0.0;1
20.0;14.0;60.6458295;59.71542816666667;339.2;78.66752522353926;-5.4266059775764806;94.0;;80.0;3.516292594549966;;0.1055908203125;1.0164794921875;0.1588134765625;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;6.2;10.6;10.8;7.5;4.0597277838320585;-0.5572215361791109;-1.2230068807341508;6.8;9.86;10.295;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.0597277838320585;up;0;0.01;0.0;1
24.0;16.0;60.64579366666667;59.715454666666666;339.4;76.1078194351322;-6.498722322204044;97.0;;80.0;4.243054060341629;;0.1204833984375;1.054931640625;0.153564453125;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;10.4;10.6;8.4;7.5;4.47820763059087;-0.1566514816948983;-1.2506592620433383;9.86;9.86;7.1;7.1;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.47820763059087;up;0;4.0841733033750165;2.27878978225667;1
28.0;15.0;60.64575916666666;59.715478;339.5;74.76106203873498;-6.403493882041943;103.0;;80.0;4.046163529092088;;0.1263427734375;1.0311279296875;-0.2392578125;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;10.4;6.2;8.4;9.4;4.802193900978138;0.08069124753867585;-1.1661685978043308;9.86;9.86;7.1;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.802193900978138;up;0;0.01;2.146044746397058;1
32.0;15.0;60.64572883333334;59.7155045;338.9;81.34364460798179;-4.173255139471338;101.0;;80.0;3.6733769075514715;;0.09375;1.1087646484375;-0.1583251953125;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;5.7;7.1;4.6;9.4;4.9868711767088705;0.17593205127429834;-1.1877826476108333;9.86;9.86;7.1;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.9868711767088705;up;0;0.01;2.1885406819692768;1
36.0;14.0;60.645692333333336;59.7155345;339.0;83.43045636942736;-5.951275072509115;99.0;;80.0;4.380639668558712;;0.09765625;0.9197998046875;-0.044921875;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;5.6;9.0;7.1;6.2;5.013709126163135;0.17790185318147134;-1.077085168356025;9.86;9.86;7.1;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;14;0;5.013709126163135;up;0;0.01;2.232753625039363;1
40.0;14.0;60.64566166666667;59.71556816666666;339.1;84.50470246066227;-1.9976136940687756;99.0;;80.0;3.8768245955704552;;0.04150390625;1.0877685546875;0.0511474609375;Груженный движется вперед;32;75131;130;;;;;760.0;31.0;752.0;26.0;772.0;45.0;756.0;44.0;712.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];553;;;9.1;9.0;10.0;6.2;4.88617624648127;0.1543673047923495;-1.1108813192617557;9.86;9.86;10.295;10.295;point_60%;6.8;7.1;1;0;0;0;-;0.0;0;0;up;0;0;4.88617624648127;up;0;0.01;2.232753625039363;1
