len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.64659016666667;59.714226;333.8;87.6499077309253;0.4527164458054809;104.0;;60.4;0.0;;-0.008544921875;0.975341796875;0.036376953125;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;0.0;;7.4;6.7;6.9;8.8;2.9741211752465544;0.7012593002718569;-1.4404409703021854;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
2.0;6.0;60.64657583333333;59.71422983333333;334.1;84.7924702874435;-0.5583246210114301;103.0;;60.4;1.6092597182827746;;0.01123046875;0.9765625;0.091796875;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;7.4;6.8;7.2;8.8;4.837151401420419;0.3520552148962655;-1.4413832158758373;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
4.0;6.0;60.646557;59.714234833333336;334.2;75.82299094465134;-1.4952236410105653;103.0;;60.4;2.11423219005942;;0.0286865234375;1.062744140625;0.1458740234375;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;6.8;7.4;7.2;6.8;5.440456823711552;0.4928757708766659;-1.3501225754347401;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
6.0;7.0;60.646537333333335;59.714243833333335;334.0;83.19798476285062;-2.0048465082152345;105.0;;60.4;2.2437303795180465;;0.038330078125;1.086181640625;0.1239013671875;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;6.8;8.8;9.7;8.4;5.277017015835905;0.9641539818680799;-1.2031531863586586;6.8;6.8;10.44;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;0;0;flat;0.0;7.5;1.6;flat;0;0.5153967620149295;0.3250820864733751;1
8.0;0.1;60.646518666666665;59.7142585;333.6;84.7759285901325;-4.054520645604786;105.0;;60.4;2.2268003321577563;;0.0745849609375;1.06103515625;0.000732421875;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;8.8;8.8;6.8;8.4;4.730900266433701;1.6318396394272212;-1.0527309776684795;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;1;0;up;0.0;0.0;1.6318396394272212;flat;1;0.01;0.3250820864733751;1
9.0;6.0;60.6465115;59.71426683333333;333.5;86.34915419620461;0.0496801280293788;103.0;;60.4;0.9183040867104741;;0.0009765625;1.0299072265625;0.052001953125;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;8.8;7.6;6.8;8.0;4.088193884820022;2.3856364741566325;-1.2847445918365423;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;1;0;up;0.0;0.0;2.3856364741566325;up;1;0.01;0.33139435999712996;1
11.0;7.0;60.64649566666667;59.71427633333333;333.7;84.87593000673712;-3.347160801495792;106.0;;60.4;1.8372440550654827;;0.0623779296875;1.06298828125;0.0711669921875;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;7.9;7.6;6.9;8.0;3.5479345067353893;3.1372393168488295;-1.2208882586960965;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.1372393168488295;up;1;0.01;0.3220152743368338;1
13.0;7.0;60.64648066666667;59.7142875;333.5;83.95173842110367;-1.709239460913646;107.0;;60.4;1.7775314683769081;;0.0299072265625;0.993896484375;0.0823974609375;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;7.9;7.7;6.9;7.4;3.2330384000963477;3.8185712596304318;-1.1912507654079474;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.8185712596304318;up;1;2.3849051434775608;3.066697950510794;1
15.0;0.1;60.64646366666667;59.71430133333333;333.5;83.28445327214132;-3.5416938700684693;107.0;;60.4;2.0374632510640875;;0.06640625;1.06640625;0.1068115234375;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;9.2;7.4;6.7;8.5;3.201231770746058;4.380020817106312;-1.181358625556196;9.86;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.380020817106312;up;1;0.01;3.066697950510794;1
16.0;6.0;60.64644933333334;59.71431333333334;333.7;83.918504812419;-4.7698122016531705;107.0;;60.4;1.7247510389295986;;0.0889892578125;1.0606689453125;0.0701904296875;Груженный движется вперед;32;75131;130;;;;;764.0;28.0;764.0;25.0;768.0;42.0;764.0;36.0;716.0;36.0;772.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];678;;;9.2;6.8;5.9;8.5;3.455981068204866;4.788679087503728;-1.2789325540559666;9.86;6.8;7.2;7.2;point_30%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.788679087503728;up;1;0.01;3.066697950510794;1
