len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;7.0;60.64651283333333;59.71431316666666;342.4;87.67539228160032;-0.7942260674330079;109.0;;78.4;0.0;;0.0146484375;1.055908203125;-0.040283203125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;0.0;;7.9;8.2;9.0;8.4;-0.0854316551793023;1.8023204290258905;-0.8653423274201333;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;7.0;1.8023204290258905;up;0;0.01;0.0;1
2.0;7.0;60.64649633333333;59.714341833333336;342.2;84.50016334678752;-2.9342807465985903;110.0;;78.4;2.412663472240573;;0.04736328125;1.039306640625;0.065673828125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.9;8.6;9.0;5.7;2.308530675155457;2.4384970319069126;-0.7162178182570038;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;1;0;up;0.0;0.0;2.4384970319069126;up;0;0.01;0.0;1
5.0;7.0;60.646480333333336;59.71437933333333;342.7;82.33659727924314;-5.344874842537915;109.0;;78.4;2.71293589462282;;0.0970458984375;1.053955078125;0.09912109375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;6.7;7.7;8.0;5.8;3.7083954838632;3.0606930388543887;-0.7705605840205636;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.0606930388543887;up;0;0.01;0.0;1
7.0;7.0;60.64646883333333;59.7144035;342.3;83.3340445949807;-3.4151367804418404;110.0;;78.4;1.8379418701459802;;0.0633544921875;1.052978515625;0.1014404296875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.7;7.7;9.0;5.6;4.43569885804297;3.6111664817132407;-0.9064812640325326;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;1;0;up;0.0;7.5;3.6111664817132407;up;0;0.01;0.0;1
9.0;8.0;60.646456;59.714424;341.9;81.32515306208336;-3.5318753315475417;109.0;;78.4;1.814496295052304;;0.0634765625;1.00927734375;0.136962890625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.7;8.9;9.0;6.4;4.745421717072956;4.049654599865101;-0.7452992638663019;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.049654599865101;up;0;0.01;0.0;1
11.0;8.0;60.646440166666665;59.714459;342.1;84.1916194141317;-2.6025055689516576;111.0;;78.4;2.5989521422516617;;0.045654296875;1.023193359375;0.019775390625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.8;8.9;7.7;6.4;4.832509401720137;4.3514400390402;-0.8003716545061974;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;8.25;4.3514400390402;up;0;0.01;0.0;1
14.0;8.0;60.64642366666666;59.71449166666667;342.3;84.14389117565595;-2.913391147931634;110.0;;78.4;2.559592985176157;;0.0543212890625;1.0264892578125;0.0875244140625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;8.3;6.7;7.7;6.5;4.838391263249918;4.505417050129262;-0.8097815310128103;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.505417050129262;up;0;0.01;0.0;1
17.0;8.0;60.646406166666665;59.71452566666667;342.2;83.34289622785332;-6.0708134683158566;109.0;;78.4;2.690271147559042;;0.107177734375;1.0076904296875;0.032958984375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;8.3;6.9;6.6;6.5;4.857500252535802;4.512157687995396;-0.8568596877186154;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.512157687995396;up;0;0.01;0.0;1
19.0;9.0;60.64639183333333;59.714551;341.8;83.29948579054309;-4.196744416240453;108.0;;78.4;2.111176620330023;;0.075439453125;1.0528564453125;0.09326171875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.8;6.9;6.6;6.7;4.94379250916899;4.38197801028599;-0.868526527069069;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.38197801028599;up;0;0.01;0.0;1
21.0;9.0;60.64637783333333;59.71457516666667;342.1;84.89926654989824;-4.266394807576069;110.0;;78.4;2.0415823786011495;;0.076171875;1.022216796875;0.0335693359375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.8;6.5;8.5;6.7;5.117266950568084;4.133004276244596;-0.8584117898098915;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;8.25;0.0;4.133004276244596;up;0;0.01;0.0;1
23.0;9.0;60.64636383333333;59.71459983333333;342.0;81.49156416079785;-4.835350430228424;111.0;;78.8;2.0593127492264283;;0.087158203125;1.029052734375;0.108154296875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;5.9;7.3;8.5;6.4;5.3704848610886975;3.7892391455228296;-1.0549249133347876;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.7892391455228296;up;0;0.01;0.0;1
24.0;9.0;60.64635533333333;59.71460966666667;341.0;80.68235443868848;-2.806511443078499;108.0;;78.8;1.0877936483878106;;0.0511474609375;1.0439453125;0.1446533203125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;764.0;24.0;764.0;38.0;756.0;34.0;724.0;33.0;768.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];689;;;7.8;7.3;8.2;5.6;5.67508948113308;3.378627876992265;-0.915734619467393;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.378627876992265;up;0;0.01;0.0;1
