len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.64612366666667;59.715507;337.0;87.45075963810532;-0.6261415621215475;106.0;;90.0;0.0;51.2;0.0125732421875;1.074462890625;-0.02685546875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.0;0.014222222222222223;5.6;8.9;10.2;4.0;1.088251282382374;-0.6683391794997118;-1.598641542334644;6.8;9.86;10.44;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;0;0.0;0.0;0.0;0;0;0.01;0.0;0
2.0;6.0;60.646109;59.71550616666666;336.8;83.91311286824431;-3.129262435360446;105.0;;90.0;1.6333466822016562;51.2;0.0562744140625;1.010986328125;0.09326171875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.008707411829466292;0.028444444444444446;5.4;8.9;9.7;3.8;1.4289199956431393;3.7132321569858133;-1.5343080705156038;6.8;9.86;10.44;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.4289199956431393;0;1;0.01;0.0;0
3.0;5.0;60.64609333333333;59.715507333333335;336.6;82.61852292314687;-1.8666071156788704;104.0;;90.0;1.7451965287014102;51.2;0.03173828125;0.96630859375;0.12109375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.008149352802577994;0.04266666666666667;6.3;8.9;9.7;4.5;1.7373054870938542;6.461416608530944;-1.4751795403776042;6.8;9.86;10.44;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.7373054870938542;up;1;0.01;0.0;0
4.0;6.0;60.64608566666666;59.71550883333333;336.0;84.06549307007131;0.5174427102444963;105.0;;90.0;0.8573802249655754;51.2;-0.0091552734375;1.0068359375;0.103515625;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.0;38.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.01658799889254882;0.05688888888888889;6.6;8.5;9.2;4.8;1.9910943798338203;7.994800496883296;-1.7705707333595186;6.8;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.9910943798338203;up;1;0.01;0.0;0
6.0;7.0;60.64607033333333;59.7155025;336.4;81.5087613924353;-2.1285170593503078;104.0;;90.0;1.7415650857495797;51.2;0.0380859375;1.041015625;0.155029296875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.1379310344828;38.05172413793103;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.008166345512203983;0.07111111111111111;8.7;8.5;9.0;4.8;2.1771270750297766;8.659818926277199;-1.853087882095699;6.8;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.1771270750297766;up;1;0.01;0.0;0
8.0;8.0;60.646050333333335;59.71549066666667;336.0;79.71588857191104;-3.4394719844008206;105.0;;90.0;2.318181952438089;51.2;0.0650634765625;1.055908203125;0.1815185546875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.3218390804598;38.12068965517241;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.0061350758974136445;0.08533333333333333;8.7;6.9;9.0;6.9;2.2902966817600334;8.737065624569345;-1.9790298822513903;6.8;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.2902966817600334;up;1;0.01;0.0;0
11.0;8.0;60.6460305;59.71547316666667;337.1;81.57863484110425;-1.1102893418470805;106.0;;90.0;2.4055537851021183;51.2;0.0205078125;1.0390625;0.1512451171875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.5057471264367;38.189655172413794;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.0059122445360823535;0.09955555555555555;9.0;6.8;8.3;8.2;2.3324479468586086;8.447602784374451;-1.8520112775197863;9.86;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.3324479468586086;up;1;0.01;0.0;0
13.0;8.0;60.64601183333333;59.71546216666667;336.9;80.46015659576305;-2.3129920095474072;108.0;;90.0;2.1629623516440577;51.2;0.0458984375;1.078369140625;0.1693115234375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.6896551724137;38.258620689655174;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.006575344324145068;0.11377777777777777;9.0;7.8;8.3;8.2;2.3112761847593624;7.959270904200916;-1.782881536597058;9.86;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.3112761847593624;up;1;0.01;0.0;0
15.0;8.0;60.645994;59.71545433333333;336.7;80.1224884481958;-2.539107559549961;108.0;;90.0;2.03073153024848;51.2;0.0439453125;1.0128173828125;0.162109375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;760.8735632183907;38.327586206896555;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.00700349702084056;0.128;8.4;7.8;9.0;6.8;2.2392262073401357;7.392998629586429;-1.8743062413915292;6.8;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.2392262073401357;up;1;0.01;0.0;0
17.0;8.0;60.645976;59.71544283333333;336.2;84.55213556143872;-3.5359141827856604;109.0;;90.0;2.099757581564875;51.2;0.065185546875;1.0333251953125;0.068115234375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;752.0;26.0;752.0;22.0;760.0;38.0;756.0;33.0;716.0;36.0;761.0574712643679;38.396551724137936;/home/pi/adviser/route1;['/home/pi/adviser/route1'];716;0.0067732686606722025;0.14222222222222222;8.4;6.8;9.0;8.3;2.132391253766881;6.829112594233713;-1.7815280650927456;6.8;6.8;7.2;7.2;point_60%;6.8;7.2;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.132391253766881;up;1;0.01;0.0;0
