len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.6467725;59.7140775;337.8;84.19426359510086;-1.918576039071355;104.0;;74.8;0.0;;0.0330810546875;1.0196533203125;0.085693359375;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;0.0;;5.5;10.8;6.9;8.1;4.787146434538136;1.918576039071355;-0.8313983839531125;7.4;10.73;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;0;0;0;0.0;7.0;0.0;0;0;0.01;0.0;0
1.0;8.0;60.646765333333335;59.71409083333333;337.4;80.51614226578519;-5.252918846143766;104.0;;74.8;1.0797547385040418;;0.0987548828125;1.0672607421875;0.1480712890625;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.5;10.8;6.1;8.1;7.824761168588412;5.252918846143766;-0.8917866918408284;7.4;10.73;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;0;0;0;0.0;0.0;0.0;0;0;0.01;0.0;0
3.0;8.0;60.64675166666667;59.71411333333333;337.2;84.67719463153756;-3.352916102108783;103.0;;74.8;1.9550264193326667;;0.05908203125;1.0216064453125;0.07177734375;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.5;7.8;6.1;9.1;4.009105786176642;3.352916102108783;-1.2513882759564199;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;flat;0.0;7.5;1.6;0;1;0.01;0.0;0
5.0;8.0;60.64673783333333;59.71412266666667;335.8;81.02097953855889;-1.0313660803041145;106.0;;74.8;1.621983205596974;;0.014404296875;1.09765625;0.152587890625;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;7.4;9.4;6.9;9.1;7.839672928900278;1.0313660803041145;-1.2224938040544;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;flat;0.0;0.0;1.6;flat;1;0.01;0.0;0
6.0;8.0;60.64672433333333;59.71413266666666;334.4;78.44935243912035;-1.796142213475967;106.0;;74.8;1.5988436221070768;;0.029541015625;1.052734375;-0.169677734375;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;7.4;8.1;6.9;8.6;-9.04135775769469;1.796142213475967;-1.131624933122875;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;flat;0.0;0.0;1.6;flat;1;0.01;0.0;0
8.0;8.0;60.646708333333336;59.714148;333.2;82.40622779900913;0.2512167057777188;104.0;;74.8;1.9678858400474608;;-0.00146484375;1.078369140625;0.136962890625;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;6.2;9.0;7.8;8.6;7.181259899372444;-0.2512167057777188;-1.06071908793554;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;flat;0.0;0.0;1.6;flat;1;0.01;0.0;0
10.0;9.0;60.646693;59.7141655;333.2;77.84290228063237;-5.268907289134359;103.0;;74.8;1.9559004668831292;;0.0975341796875;1.0211181640625;0.1336669921875;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;6.2;9.0;9.1;8.1;7.395375010432017;5.268907289134359;-1.0704481598642128;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;5.268907289134359;flat;2;2.1834504292210446;1.1333705716362865;0
12.0;8.0;60.64668;59.71418;332.2;77.91777893471729;-3.1904753462511737;109.0;;74.8;1.6493641274109498;;0.058349609375;1.0203857421875;0.208740234375;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.6;8.6;7.7;8.1;11.333027803275751;3.1904753462511737;-0.8022914386967717;7.4;7.4;7.1;7.1;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;up;0.0;8.25;3.1904753462511737;up;2;0.01;1.0709832007205278;0
14.0;8.0;60.646668;59.71420366666667;331.3;86.01484137136819;-1.7665786928267313;112.0;;74.8;1.8580638964520118;;0.02880859375;0.923583984375;-0.024169921875;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.6;8.6;6.6;11.1;-1.498558761152623;1.7665786928267313;-0.8830268210449663;7.4;7.4;7.1;10.295;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;1.7665786928267313;up;2;0.01;1.0422961507012278;0
15.0;8.0;60.646656166666666;59.7142235;330.4;80.6761838342594;-3.171989407028653;113.0;;74.8;1.704884625240233;;0.0570068359375;1.0308837890625;0.154296875;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.6;8.6;6.4;11.1;8.420091642225778;3.171989407028653;-0.7758006002402049;7.4;7.4;7.1;10.295;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.171989407028653;up;2;0.01;1.033072290960509;0
18.0;9.0;60.6466415;59.714254;331.0;83.56267842993758;-3.955191310735175;109.0;;74.8;2.3314886902261684;;0.0687255859375;1.007568359375;-0.0174560546875;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;25.0;752.0;40.0;756.0;35.0;704.0;36.0;760.0;39.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];729;;;8.6;9.5;6.4;8.4;-0.9923973700764908;3.955191310735175;-0.8408114473227961;7.4;7.4;7.1;10.295;point_60%;7.4;7.1;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.955191310735175;up;2;0.01;1.0709832007205278;0
