len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;8.0;60.64651716666667;59.71419083333333;337.5;83.57022526369107;-1.3163522346369685;112.0;;94.0;0.0;;0.0235595703125;1.0142822265625;-0.0157470703125;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route4;[];652;0.0;;7.6;8.9;7.1;8.0;-2.0904496229198863;2.2124455299673005;-0.9948773259223116;6.5;9.424999999999999;7.0;7.0;point_30%;6.5;7.0;1;0.0;0;0;-;0.0;0;0;flat;0.0;8.0;1.6;flat;0;0.01;0.0;0
2.0;8.0;60.64650433333333;59.71420783333333;337.5;86.76163190027864;-0.0127072250941084;116.0;;94.0;1.7033951964134344;;-0.003662109375;0.9620361328125;0.0272216796875;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;7.6;8.9;6.3;8.0;2.339964791471736;1.3873075222374323;-1.0490618944553778;6.5;9.424999999999999;7.0;7.0;point_30%;6.5;7.0;1;0.0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
4.0;8.0;60.646486;59.714229333333336;337.6;85.00765536422895;-4.529890722871942;112.0;;94.0;2.3540889414860953;;0.080078125;1.026611328125;0.018798828125;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;6.9;6.2;6.2;8.7;4.462818517091101;1.153965866512367;-1.2147694467699894;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
6.0;8.0;60.6464715;59.714240333333336;336.7;81.5764653569515;-3.037616730390556;112.0;;94.0;1.7221580470658557;;0.0548095703125;1.0426025390625;0.1422119140625;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;6.9;6.7;5.4;8.7;5.044183041744262;1.33734682945636;-0.9045481588660045;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
8.0;8.0;60.64645383333333;59.71426866666667;337.2;83.15816956831364;-0.6175793255756495;111.5;;94.0;2.501669356115765;;0.0115966796875;1.031982421875;0.127685546875;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;6.9;6.7;6.1;7.3;4.700688647310221;1.7877119695652293;-0.897799428282926;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;1;0;up;0.0;7.5;1.7877119695652293;flat;1;0.01;0.0;1
11.0;8.0;60.646436;59.71429766666667;337.5;85.36479928523505;-2.6290299370061447;112.0;;94.0;2.538797600291445;;0.0462646484375;0.998046875;0.0670166015625;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;6.6;7.7;6.1;7.6;3.9130261583909234;2.379239973303404;-1.0352458791383485;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;1;0;up;0.0;0.0;2.379239973303404;up;1;0.01;0.0;1
13.0;7.0;60.646420166666665;59.714316833333335;336.8;85.47690276064714;-0.8141903795719841;111.0;;94.0;2.049550212353097;;0.0146484375;1.0284423828125;-0.0093994140625;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;7.4;7.7;6.1;7.7;3.0394486909612737;3.0086084912409747;-1.0601357973308683;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;1;0;up;0.0;7.75;3.0086084912409747;up;1;0.01;0.0;1
14.0;7.0;60.6464085;59.71433016666667;336.0;86.79199150979035;-2.5707157432162493;111.0;;94.0;1.4886712109149958;;0.0465087890625;1.0352783203125;0.030029296875;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;7.4;6.7;6.0;7.7;2.32927340101913;3.5935759741907383;-0.7727867894535732;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.5935759741907383;up;1;0.01;0.0;1
16.0;7.0;60.64639583333334;59.71435666666667;336.0;84.61001592091333;-5.30209517419881;110.0;;94.0;2.0197728316806716;;0.089599609375;0.96533203125;0.016357421875;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;6.3;6.8;6.0;7.5;1.9363832332352664;4.071563509345246;-0.628248454813018;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.071563509345246;up;1;0.01;0.0;1
19.0;7.0;60.646383666666665;59.71439083333333;336.5;81.60244632879505;-3.854509134330322;111.0;;94.0;2.3044814964739166;;0.067138671875;0.9949951171875;0.067626953125;Груженный движется вперед;32;75131;130;;;;;748.0;26.0;748.0;23.0;756.0;36.0;744.0;32.0;708.0;32.0;760.0;35.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];652;;;5.7;6.8;6.6;7.1;1.9327286696034354;4.3982366564138555;-0.7088754714106544;6.5;6.5;7.0;7.0;-;6.5;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.3982366564138555;up;1;0.01;0.0;1
