len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.64662416666667;59.71392216666667;341.8;83.40711454066314;-2.1587848629688917;107.0;;;0.0;;0.03369140625;1.007080078125;0.028076171875;Груженный стоит;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;0.0;;11.1;6.9;4.7;9.5;1.596303341955321;2.1587848629688917;-0.5850007010425244;10.15;7.0;7.0;10.15;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.1587848629688917;up;0;0.01;0.0;0
2.0;7.0;60.646615833333335;59.713947833333336;341.2;81.72679661257794;-4.84650741781067;109.0;;;1.6799672467910014;;0.0914306640625;1.033935546875;0.103515625;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;11.1;6.7;6.3;9.5;5.689037295684846;4.84650741781067;-0.564718090272927;10.15;7.0;7.0;10.15;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;4.84650741781067;up;0;0.01;0.0;0
3.0;8.0;60.6466075;59.713974666666665;341.3;81.68970272072423;-2.599191383140327;105.0;;;1.733401517940481;;0.04931640625;1.1002197265625;0.0169677734375;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;6.7;6.7;6.3;7.4;0.8834500529820374;2.599191383140327;-0.7203435895626606;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;2.599191383140327;up;0;0.01;0.0;0
5.0;9.0;60.64659516666666;59.71400333333333;341.3;85.80669634502975;-1.913660851418284;105.0;;;2.0813734216021604;;0.0296630859375;1.0479736328125;0.0589599609375;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;6.7;6.7;5.6;7.4;3.215045039263689;1.913660851418284;-0.6382446622949414;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;1.913660851418284;up;0;0.01;0.0;0
8.0;9.0;60.64657916666667;59.71404733333333;341.2;76.72519623490828;-5.385357908195119;103.0;;;2.9895625159845225;;0.0989990234375;0.996337890625;0.2091064453125;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;6.9;9.1;8.0;6.9;11.607123666490027;5.385357908195119;-0.7651668430170395;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;5.385357908195119;up;0;0.01;0.0;0
13.0;10.0;60.646551;59.714107166666665;340.4;78.24319075502798;-3.9905734634570553;106.5;;;4.5268423312565;;0.077880859375;1.0771484375;0.2110595703125;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;7.9;9.5;8.6;8.5;10.884348666925053;3.9905734634570553;-0.8660346287330305;7.0;10.15;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.9905734634570553;up;0;0.01;0.0;0
17.0;10.0;60.64652333333333;59.71415516666667;340.35;81.91837187605037;-3.259946488588005;110.0;;;4.043092775797831;;0.0623779296875;1.027099609375;0.1427001953125;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;7.9;9.5;6.3;8.5;7.835446686287135;3.259946488588005;-0.9060176074004014;7.0;10.15;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.259946488588005;up;0;0.01;0.0;0
21.0;11.0;60.64649216666667;59.714205;340.1;83.18648031231827;-3.2370138961495765;103.0;;;4.4082340281119325;;0.056640625;0.9793701171875;0.0941162109375;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;7.9;8.0;6.3;5.1;5.46417541775866;3.2370138961495765;-0.9090528845928065;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.2370138961495765;up;0;0.01;0.0;0
25.0;12.0;60.646465;59.71424816666666;340.9;86.70405397793273;-2.641027604783809;100.0;;;3.833369535507373;;0.0499267578125;1.1026611328125;0.0367431640625;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;6.2;7.4;6.3;6.1;1.907460922521454;2.641027604783809;-0.811914240865879;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;11.5;0.0;2.641027604783809;up;0;3.4238795339659913;2.44065550244866;0
28.0;11.0;60.64644716666667;59.71428266666667;340.6;81.59810754206995;-5.1577956686853765;105.0;;;2.7359634463475597;;0.092529296875;1.031494140625;0.118896484375;Груженный движется вперед;32;75131;130;;;;;724.0;25.0;724.0;24.0;736.0;38.0;736.0;34.0;700.0;31.0;736.0;36.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];669;;;6.0;6.8;6.8;8.8;6.532378190669219;5.1577956686853765;-1.021056616219453;7.0;7.0;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;5.1577956686853765;up;0;0.01;2.3244338118558665;0
