len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf
0.0;8.0;60.64605783333333;59.71484083333333;334.0;79.73698303744857;-0.4669037528575783;99.0;;92.8;0.0;;0.008056640625;1.048583984375;0.1832275390625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;0.0;;7.7;9.2;10.4;9.2;1.7282003185472101;6.045742307545059;-0.675909887101914;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.7282003185472101;up;0;0.01;0.0
2.0;8.0;60.64604833333333;59.714865;333.9;78.12376928783007;-4.7597392640852485;99.0;;92.8;1.690441649131011;;0.077880859375;1.0084228515625;-0.0452880859375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.8;9.6;10.4;6.8;2.085184922179096;3.7459939280907744;-1.0237555661158293;10.584999999999999;10.584999999999999;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.085184922179096;up;0;0.01;0.0
4.0;9.0;60.64603183333333;59.7148855;334.0;84.51653877184248;-0.7806195415082335;99.0;;92.8;2.150652532286304;;0.008056640625;1.097900390625;0.0596923828125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.8;9.6;7.2;7.5;2.1352075220941007;2.511115808475077;-0.9326989180376941;10.584999999999999;10.584999999999999;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;9.0;0.0;2.1352075220941007;up;0;0.01;0.0
7.0;9.0;60.64601233333333;59.714915;334.3;83.06405330051143;-3.043536923549357;99.0;;92.8;2.7025447873231903;;0.0421142578125;0.9561767578125;0.0321044921875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.8;8.3;7.2;7.5;1.9837042292635194;2.0772415249363467;-0.877462734802211;10.584999999999999;10.584999999999999;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;9.5;0.0;1.9837042292635194;up;0;0.01;0.0
9.0;9.0;60.64599866666666;59.71493816666667;334.1;85.25807146142546;-1.0374942032343353;99.0;;92.8;1.9780949022297154;;0.017822265625;0.99560546875;0.0477294921875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;7.5;7.6;8.3;7.0;1.7169166387990398;2.217528151804834;-0.8275102636745202;7.3;10.584999999999999;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.7169166387990398;up;0;1.9830742480209818;0.3888565470295744
11.0;8.0;60.64598266666667;59.714968166666665;333.8;83.50293346366558;0.7376480062139322;99.0;;92.4;2.419211524198518;;-0.011474609375;1.041259765625;0.1142578125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;7.4;9.7;10.6;6.7;1.4035188181483882;2.7398256582618656;-0.8032445621414666;7.3;10.584999999999999;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;up;1;0.01;0.3888565470295744
13.0;8.0;60.64596683333333;59.71499933333333;334.0;85.37832473942325;-0.8890326423086479;99.0;;92.4;2.449356096670763;;0.0155029296875;1.0250244140625;0.07568359375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;7.9;9.7;10.6;3.8;1.0962442952909797;3.484346305099052;-0.9598739277241375;7.3;10.584999999999999;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
15.0;8.0;60.64595283333333;59.71501933333333;333.7;86.1959902030696;-3.0172784201537413;99.0;;92.4;1.90265224737605;;0.053955078125;1.0118408203125;0.0252685546875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.6;8.5;10.4;7.2;0.8335130469335685;4.321334041477508;-0.656588134356622;10.584999999999999;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
17.0;9.0;60.6459415;59.71504933333333;333.7;79.90111089654415;-0.2868508100015263;99.0;;92.4;2.0668492838778127;;0.00341796875;0.9466552734375;0.163818359375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.6;8.1;10.0;5.8;0.6410584867058899;5.148733901687046;-0.9578335590472777;10.584999999999999;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
19.0;9.0;60.64592616666667;59.71507133333333;333.2;82.96078220374221;-4.040064204667786;99.0;;92.4;2.0868433382852767;;0.0662841796875;0.9329833984375;0.00146484375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.0;8.4;10.0;7.9;0.5335544533563166;5.889861401905386;-0.7708967040350059;10.584999999999999;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
22.0;10.0;60.64591116666666;59.71510283333333;333.1;79.81147725714442;2.51941742739785;99.0;;92.4;2.3964857087338736;;-0.044921875;0.999267578125;0.158447265625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;11.3;8.4;12.3;7.9;0.5162421989475048;6.491071936957374;-0.8108698866449946;10.584999999999999;7.3;13.299999999999999;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
25.0;10.0;60.64589216666667;59.715139666666666;333.5;81.53900340937116;0.5041383711107017;99.0;;92.4;2.9178430457574285;;-0.01318359375;1.0745849609375;0.105224609375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;11.3;11.3;12.3;7.7;0.586557377052042;6.919430177074187;-0.8817414559468357;10.584999999999999;10.584999999999999;13.299999999999999;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;0.3888565470295744
27.0;10.0;60.645876;59.715166833333335;333.0;83.19849960107848;-1.304443002942599;99.0;;92.4;2.3316727475227963;;0.023681640625;1.06103515625;0.076416015625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;13.9;11.3;10.0;7.7;0.7357570309480956;7.160379464652537;-0.9207230382425142;14.964999999999998;10.584999999999999;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.8015269537763843;1.0534861185079072
29.0;8.0;60.64585966666667;59.71519216666667;333.1;77.30374249334513;0.3571435444165751;99.0;;92.4;2.284119067634071;;-0.0233154296875;1.0731201171875;0.2109375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;13.9;9.2;10.0;7.9;0.950546581813413;7.215411211001447;-0.9110418959804427;14.964999999999998;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;1.0534861185079072
32.0;7.0;60.6458445;59.71521616666666;333.0;83.6851817681086;-0.8616767793792562;99.0;;92.4;2.13679606195082;;0.0140380859375;1.0445556640625;0.1134033203125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;12.1;6.2;7.2;7.9;1.3519280406425258;6.385781418529699;-0.9641564681616215;12.775;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;1.0534861185079072
33.0;6.0;60.645831666666666;59.715234333333335;332.6;79.86826171397632;-0.8779528940758632;99.0;;92.4;1.738898860369405;;0.017578125;1.0382080078125;0.1668701171875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;10.2;6.2;7.2;9.8;1.3951773931765827;6.805587412132072;-0.8694081143797705;10.584999999999999;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;flat;0.0;9.5;1.6;flat;1;0.01;1.0534861185079072
35.0;6.0;60.64582083333333;59.715253;332.3;78.94722352116494;-4.880633894680937;99.0;;92.4;1.578618942779264;;0.091796875;1.056640625;0.18701171875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;10.2;6.3;8.3;7.2;1.6455717576617506;6.588127233936176;-0.9546701314621577;10.584999999999999;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.6455717576617506;flat;2;0.01;1.0534861185079072
37.0;7.0;60.64580733333333;59.7152725;332.7;79.24569287620321;-5.39590115664791;99.0;;92.4;1.8414358109321536;;0.10400390625;1.102294921875;-0.048583984375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;7.6;7.4;10.8;5.1;1.7248543958170812;6.138279863518938;-1.0191543537561674;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.7248543958170812;up;2;0.01;1.0534861185079072
39.0;9.0;60.64579166666667;59.71529216666666;332.9;77.51268851903087;-1.1794934093055978;99.0;;92.4;2.04779396750513;;0.0177001953125;1.0023193359375;0.19775390625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.9;7.4;10.8;4.3;2.2686652090119526;5.726426705293671;-1.0225094888303068;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;1;0;up;0.0;0.0;2.2686652090119526;up;2;0.01;1.0534861185079072
41.0;9.0;60.645771333333336;59.7153175;333.0;81.91657645261301;-0.3628074365707903;99.0;;92.4;2.6523139516166387;;0.0013427734375;0.96875;-0.0130615234375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.9;5.9;8.8;7.6;2.609024735255428;5.28739252705145;-0.9448994380422175;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;1;0;up;0.0;0.0;2.609024735255428;up;2;0.01;1.0534861185079072
44.0;9.0;60.64575166666667;59.7153465;333.4;83.93590338692476;-1.286421411700854;99.0;;92.4;2.701403400939298;;0.0213623046875;0.94287109375;0.09765625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.7;7.7;8.3;7.6;3.26530580022696;5.298725624700384;-0.6701500579782023;10.584999999999999;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.26530580022696;up;2;1.928658698184559;1.918853249649958
46.0;8.0;60.64574266666666;59.71536966666667;333.5;79.67014523185296;-2.869781500890098;99.0;;92.4;1.6130838107896175;;0.0528564453125;1.0516357421875;0.1832275390625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.7;7.7;8.3;8.3;3.5935486460579344;5.469209430303541;-0.741719936451716;10.584999999999999;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.5935486460579344;up;2;0.01;1.918853249649958
47.0;8.0;60.64573383333333;59.71538933333333;333.6;82.1682665180399;-4.55621269806031;99.0;;92.4;1.4555968055430812;;0.081787109375;1.016357421875;0.1080322265625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.0;8.0;10.4;8.3;4.057099980717641;4.8118480787999784;-1.0542239449646709;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.057099980717641;up;2;0.01;1.918853249649958
50.0;8.0;60.64571283333333;59.71541366666666;333.1;82.96689759309716;-4.201295792124819;99.0;;92.4;2.688559423100029;;0.071533203125;0.978759765625;0.0911865234375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.4;7.9;8.7;7.0;4.080080427683703;5.065423390473239;-0.9839630306959388;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.080080427683703;up;2;0.01;1.918853249649958
52.0;8.0;60.645693666666666;59.71543966666667;332.8;84.11776110355584;-4.600530935268516;99.0;;92.4;2.5623437891014937;;0.0865478515625;1.0728759765625;-0.0244140625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.4;7.9;8.9;7.0;4.1615107210565165;4.479541758838409;-0.9063408623769682;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.1615107210565165;up;2;0.01;1.918853249649958
55.0;8.0;60.645678333333336;59.71546416666666;332.5;81.33823783692137;-5.154758603387248;99.0;;92.4;2.1682079428529084;;0.0867919921875;1.017333984375;0.1182861328125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;8.4;8.8;8.9;6.0;4.340781032883184;5.173060692529471;-0.9212561181672463;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.340781032883184;up;2;0.01;1.918853249649958
56.0;8.0;60.6456665;59.7154825;332.4;80.56859344864166;-4.799319669396701;99.0;;92.4;1.6541508146630048;;0.0938720703125;1.1513671875;0.160888671875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;7.1;8.8;11.7;6.0;4.566313655208053;5.524208567420595;-0.6371172523401247;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.566313655208053;up;2;0.01;1.918853249649958
59.0;8.0;60.6456535;59.715518333333335;333.7;82.94081909681138;-6.285692221311434;99.0;;92.4;2.4327185157514823;;0.1063232421875;0.994140625;0.0103759765625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;9.3;6.6;11.7;7.4;5.017408635660621;5.134733649539594;-0.6715518230726532;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.017408635660621;up;2;0.01;1.918853249649958
60.0;7.0;60.6456435;59.715544;333.8;78.93659583394582;-5.794769695432964;99.0;;92.4;1.7891524234488185;;0.108154296875;1.05419921875;0.174072265625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;10.4;6.6;7.1;11.0;5.178603278461424;5.453589850737315;-0.4851514278075397;10.584999999999999;7.3;7.6;11.02;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.178603278461424;up;2;0.01;1.918853249649958
62.0;6.0;60.64563583333333;59.71557366666666;334.2;80.1057302222427;-4.556991895633825;99.0;;92.4;1.8301223837060827;;0.0848388671875;1.054443359375;0.1590576171875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.0;24.0;/home/pi/adviser/route1;[];686;;;10.4;5.4;5.3;10.2;5.507165022696307;4.876611572664031;-0.4926732591914811;10.584999999999999;7.3;7.6;11.02;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.507165022696307;up;2;0.01;1.918853249649958
64.0;6.0;60.645628333333335;59.71560216666666;334.3;84.91713779743021;-2.4781080115852743;99.0;;92.4;1.765201164047514;;0.0418701171875;1.019775390625;0.0750732421875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.25;24.0625;/home/pi/adviser/route1;[];686;;;9.2;5.8;6.6;10.2;5.489800902942705;4.348748803231331;-0.6444970708810818;7.3;7.3;7.6;11.02;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.489800902942705;up;2;0.01;1.918853249649958
66.0;8.0;60.6456155;59.715637;333.9;81.10904582173491;-7.777940397115376;99.0;;92.4;2.377883169280456;;0.1456298828125;1.04541015625;0.022216796875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.5;24.125;/home/pi/adviser/route1;[];686;;;8.4;5.9;8.1;7.2;4.868849829342897;4.668655993794058;-0.557386825673762;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.868849829342897;up;2;0.01;1.918853249649958
69.0;9.0;60.6456045;59.715673;334.1;86.49052289000178;-1.886566235091344;99.0;;92.8;2.3149398977451203;;0.030517578125;0.9447021484375;0.0213623046875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;740.75;24.1875;/home/pi/adviser/route1;[];686;;;8.4;6.2;8.1;9.1;4.685150184328626;3.843333199079582;-0.5400462209199648;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.685150184328626;up;2;0.01;1.918853249649958
71.0;12.0;60.6455925;59.71571383333333;334.8;80.26886257962389;-5.732070326377473;99.0;;92.8;2.598053518160136;;0.1007080078125;1.010498046875;0.12353515625;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;741.0;24.25;/home/pi/adviser/route1;[];686;;;7.4;7.6;9.7;9.1;4.892193418970867;3.9564333985420466;-0.7992667572168735;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.892193418970867;up;2;0.01;1.918853249649958
75.0;12.0;60.6455715;59.7157555;335.0;79.50658878290423;-4.8742669694191525;99.0;;92.8;3.261162495997402;;0.098388671875;1.1256103515625;0.1378173828125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;741.25;24.3125;/home/pi/adviser/route1;[];686;;;7.9;9.3;9.7;7.9;4.9556796064134865;4.069225788636065;-0.8473965580423637;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.9556796064134865;up;2;0.01;1.918853249649958
78.0;12.0;60.645548833333336;59.71579633333333;334.6;81.33539275559008;-5.872564925101962;99.0;;92.8;3.366355007705592;;0.1082763671875;1.1092529296875;0.0743408203125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;741.5;24.375;/home/pi/adviser/route1;[];686;;;7.7;9.3;9.7;6.8;5.150011393632511;4.263289327490095;-1.038137041573377;7.3;7.3;7.6;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.150011393632511;up;2;0.01;1.918853249649958
81.0;15.0;60.6455225;59.715828;334.0;80.91615200160578;-7.306814176723438;99.0;;92.8;3.4029016118039763;;0.1239013671875;0.9638671875;0.0911865234375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;741.75;24.4375;/home/pi/adviser/route1;[];686;;;8.3;7.4;11.4;4.6;4.683370994258996;4.9392682431597175;-1.129938492770778;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.683370994258996;up;2;0.01;1.918853249649958
85.0;15.0;60.645495833333335;59.71585366666667;333.5;85.04601696325247;-2.5570970962007604;99.0;;92.8;3.2824147285447873;;0.05078125;1.0955810546875;-0.07080078125;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;742.0;24.5;/home/pi/adviser/route1;[];686;;;8.3;8.9;11.0;4.3;4.410853657221561;5.994018099387564;-1.2603078400140695;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.410853657221561;up;2;5.029027669073299;8.369328300522454
88.0;14.0;60.64546833333333;59.715871666666665;333.4;78.03891766401193;-2.1558103075824704;99.0;;92.8;3.215067977290673;;0.0322265625;0.8502197265625;0.176513671875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;742.25;24.5625;/home/pi/adviser/route1;[];686;;;6.7;8.9;10.0;4.3;4.197670071166406;6.928109230576106;-1.272719642144561;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.197670071166406;up;2;0.01;8.369328300522454
92.0;14.0;60.645432166666666;59.71589433333333;333.4;81.27961469800428;-3.670641385151423;99.0;;92.8;4.211852513879374;;0.0736083984375;1.1375732421875;0.156005859375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;742.5;24.625;/home/pi/adviser/route1;[];686;;;7.4;8.0;10.6;5.0;3.9037897159468873;7.515118079357809;-1.4617653292504627;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.9037897159468873;up;2;0.01;8.369328300522454
96.0;15.0;60.64539783333333;59.715902;333.0;81.81661526391522;-6.310458349112523;99.0;;92.8;3.844864657397528;;0.0975341796875;0.87451171875;0.061279296875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;742.75;24.6875;/home/pi/adviser/route1;[];686;;;8.3;8.3;10.6;6.0;3.642800521352731;7.840063994268495;-1.4190609072766778;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.642800521352731;up;2;0.01;8.369328300522454
100.0;15.0;60.6453615;59.71591333333333;333.4;75.72359908159899;-3.2977463702350014;99.0;;92.8;4.091689077516409;;0.0562744140625;1.1201171875;0.25732421875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;743.0;24.75;/home/pi/adviser/route1;[];686;;;8.3;8.3;7.6;6.0;3.5827158723364274;8.081365679018877;-1.5500275146367124;7.3;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.5827158723364274;up;2;0.01;8.369328300522454
104.0;16.0;60.645322166666666;59.715915;333.6;82.61470104449643;-4.513799945609358;99.0;;92.8;4.379585297323037;;0.0850830078125;1.0677490234375;0.106201171875;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;743.25;24.8125;/home/pi/adviser/route1;[];686;;;10.8;6.2;10.6;5.4;3.2586770920433707;8.355227928621652;-1.549485856295044;10.584999999999999;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.2586770920433707;up;2;0.01;8.369328300522454
109.0;17.0;60.64528383333333;59.715916666666665;333.5;73.15245008878422;-5.136751934016401;99.0;;92.8;4.268288558254953;;0.1124267578125;1.119140625;0.2366943359375;Груженный движется вперед;32;75131;130;;;;;748.0;19.0;740.0;15.0;748.0;28.0;740.0;22.0;696.0;23.0;743.5;24.875;/home/pi/adviser/route1;[];686;;;10.8;5.9;10.6;7.2;3.00421677229122;7.485981319955551;-1.6099112281404033;10.584999999999999;7.3;11.02;7.6;point_90%;7.3;7.6;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.00421677229122;up;2;0.01;8.369328300522454
