len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;3.0;60.64620833333333;59.714335166666665;337.5;82.90812606355485;1.7233123584097867;112.0;;91.2;0.0;;-0.0338134765625;1.080810546875;0.12353515625;Груженный стоит;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;0.0;;7.8;7.7;6.8;7.1;-1.137945189563068;3.5911073412200416;-1.440813059190969;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;4.0;1.6;flat;0;0.01;0.0;1
1.0;5.0;60.64619833333333;59.71433783333333;337.6;88.0217704703932;-1.0244954856418778;112.0;;91.2;1.1226846515012996;;0.01708984375;1.00390625;0.015625;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;8.2;7.7;6.6;6.6;0.0964234491923397;5.45131230053631;-1.327509478272022;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
3.0;5.0;60.64618516666667;59.7143445;337.3;82.8492487698731;-0.978861044688869;111.0;;91.2;1.5102047894009634;;0.0172119140625;1.02490234375;0.1263427734375;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;8.2;7.9;6.6;8.3;0.8355641355484269;6.104970587117351;-1.2529152999747306;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;5.0;1.6;flat;0;0.01;0.0;1
4.0;5.0;60.646173;59.71435266666667;337.2;83.73077576356803;0.5510121817748731;114.0;;91.2;1.4258451057765897;;-0.01025390625;1.0294189453125;0.1124267578125;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;8.6;7.9;7.2;8.3;1.2443079782722652;5.954238563883447;-1.1346400187427754;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
5.0;5.0;60.646162833333335;59.71436233333333;337.3;83.50978768332396;-2.69452547637058;113.0;;91.2;1.2486645657013595;;0.04931640625;1.0389404296875;0.099365234375;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;8.6;7.6;7.2;7.7;1.4514262893440348;5.323297111102983;-1.2423856091937315;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;0;0.01;0.0;1
7.0;6.0;60.64614916666667;59.71437183333333;337.6;85.3718013428454;-3.632354898029497;114.0;;91.2;1.6072919780666304;;0.066162109375;1.0384521484375;0.040771484375;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;7.4;7.6;7.1;7.2;1.5533435459825868;4.465490347899126;-0.6563922246985001;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;flat;0.0;6.0;1.6;flat;0;0.9069304630892667;0.41103361052489223;1
9.0;5.0;60.64614016666667;59.71439566666667;338.0;84.70213272584178;-2.5878960072205386;115.0;;91.2;1.6417389724543678;;0.047607421875;1.047119140625;0.084228515625;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;7.4;7.8;7.1;6.7;1.617850352671004;3.570464353756499;-0.8653008120227312;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;1.617850352671004;flat;1;0.01;0.4074594052159802;1
11.0;5.0;60.64612683333333;59.71441883333333;338.1;86.2086770547316;1.3674778081310188;112.0;;91.2;1.9496960548337174;;-0.0245361328125;1.01708984375;0.0599365234375;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;7.5;8.2;7.0;6.7;1.6878164031821636;2.771305890027864;-0.7625023504077242;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;1.6878164031821636;up;1;0.01;0.4183734964271225;1
12.0;5.0;60.646117;59.71443983333333;338.1;84.81111298528747;-0.1782412674588291;111.0;;91.2;1.5847800593210861;;0.0030517578125;1.03564453125;0.0811767578125;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;7.6;8.4;6.3;8.2;1.784903442604296;2.1516811214407987;-0.4971848218363437;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;1.784903442604296;up;1;0.01;0.42214262702556504;1
14.0;6.0;60.646108;59.71447366666666;338.6;83.51881470517813;0.2020225482362658;112.0;;91.2;2.1006088977028994;;-0.0042724609375;1.0130615234375;0.089599609375;Груженный движется вперед;32;75131;130;;;;;744.0;22.0;736.0;17.0;756.0;34.0;736.0;31.0;688.0;26.0;744.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];714;;;8.6;8.4;6.6;8.2;1.913278229366555;1.7529743376043818;-0.6844144756444468;6.8;6.8;7.0;7.0;-;6.8;7.0;0;0;0;0;-;0.0;0;0;up;0.0;0.0;1.913278229366555;up;1;0.01;0.4183734964271225;1
