len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.0;60.64534266666666;59.71551483333333;330.1;84.49544122042542;-3.5642634052397963;99.0;;83.6;0.0;;0.0614013671875;0.9864501953125;0.0577392578125;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;0.0;;8.3;5.5;7.6;6.7;4.404104480248531;4.478447679192491;-0.7769641253260144;7.0;7.0;7.4;7.4;-;7.0;7.4;0;0.0;0;0;-;0.0;0;0;up;0.0;6.5;4.404104480248531;up;0;0.01;0.0;1
2.0;7.0;60.6453315;59.715538;330.0;81.48957339651413;-5.027869720118322;99.0;;83.6;1.7730090857704555;;0.09130859375;1.0487060546875;0.1181640625;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;8.4;5.5;6.8;8.4;4.061163098371398;4.227053941111975;-0.8178181054792053;7.0;7.0;7.4;7.4;-;7.0;7.4;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.061163098371398;up;0;0.01;0.0;1
4.0;7.0;60.64532016666666;59.71555966666666;330.3;83.28897748810662;-4.266634935748062;99.0;;83.6;1.7290926569989267;;0.0765380859375;1.01123046875;0.063720703125;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;9.1;6.6;6.8;9.6;3.830869634727801;3.951087299851073;-0.6997568238544876;7.0;7.0;7.4;7.4;-;7.0;7.4;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.830869634727801;up;0;4.232633789309965;0.88358652033152;1
5.0;6.0;60.6453115;59.71558066666667;330.5;84.08219734026446;-4.351274483743049;99.0;;83.6;1.4980397822121512;;0.0794677734375;1.0462646484375;0.054443359375;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;9.6;6.6;4.9;10.1;3.68192214837629;3.699412862445066;-0.6927898278101718;10.15;7.0;7.4;10.73;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.68192214837629;up;0;0.01;0.88358652033152;1
7.0;7.0;60.64530166666667;59.71560483333333;330.6;82.96314041065811;-3.0678129840251067;99.0;;83.6;1.7139241506824103;;0.0550537109375;1.0125732421875;0.0919189453125;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;9.6;5.9;6.6;10.1;3.5906214688313174;3.5070657256607163;-0.743018497715124;10.15;7.0;7.4;10.73;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.5906214688313174;up;0;0.01;0.88358652033152;1
9.0;7.0;60.645290333333335;59.71563;330.4;87.47760737894035;-2.3175053002953536;99.0;;83.6;1.864916583905419;;0.0413818359375;1.022705078125;-0.012939453125;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;8.4;6.6;7.4;7.5;3.539916161646935;3.396667597624053;-0.7514533138429837;7.0;7.0;7.4;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;6.5;3.539916161646935;up;0;0.01;0.88358652033152;1
10.0;8.0;60.64528033333333;59.71565183333333;330.2;84.76120441193798;-2.833214758073546;99.0;;83.6;1.6306009301759037;;0.050537109375;1.04248046875;0.0791015625;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;7.5;8.5;7.7;6.8;3.5184474940004864;3.3798434194481537;-0.8485428729672306;7.0;7.0;7.4;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.5184474940004864;up;0;0.01;0.88358652033152;1
12.0;8.0;60.645268;59.715674;330.1;81.78362743440704;-4.680948363307401;99.0;;83.2;1.8298422277577049;;0.0855712890625;1.0582275390625;0.1221923828125;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;7.5;8.9;9.8;6.8;3.5195944002763078;3.4586379868609307;-0.9609447054786644;7.0;7.0;10.73;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.5195944002763078;up;0;0.01;0.88358652033152;1
14.0;9.0;60.6452535;59.71569466666666;329.9;84.08643195106237;-1.8925447450153088;99.0;;83.6;1.9691286684949674;;0.0277099609375;1.01611328125;0.058349609375;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;7.1;8.9;9.8;5.3;3.540518447649416;3.626932571832911;-0.8857593337028375;7.0;7.0;10.73;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.540518447649416;up;0;0.01;0.88358652033152;1
16.0;9.0;60.6452375;59.715721333333335;329.7;82.63715519965436;-5.618946384452733;99.0;;83.6;2.300040987050078;;0.102294921875;1.0390625;0.0855712890625;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;6.2;7.5;9.6;5.0;3.5812088016692085;3.8718615442050215;-1.0774793602719006;7.0;7.0;7.4;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.5812088016692085;up;0;0.01;0.88358652033152;1
19.0;9.0;60.645216833333336;59.715744;329.8;83.93127412992817;-4.128363304499086;99.0;;83.2;2.612088854001168;;0.072509765625;1.03173828125;-0.0107421875;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;9.1;7.2;9.6;6.3;3.643527191843156;4.175228993316369;-1.0390541858974882;7.0;7.0;7.4;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.643527191843156;up;0;0.01;0.88358652033152;1
21.0;10.0;60.64520016666667;59.715764;329.8;83.10537356322342;-3.234535081221566;99.0;;83.2;2.1525724232186345;;0.05615234375;1.013427734375;0.1033935546875;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;9.1;7.6;7.4;6.3;3.730252877220499;4.51492534963203;-1.1805262527336935;7.0;7.0;7.4;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.730252877220499;up;0;0.01;0.88358652033152;1
24.0;10.0;60.64517633333333;59.715784;329.4;81.41089024240276;-3.5924188556361907;99.0;;83.2;2.8688809266143345;;0.0654296875;1.0277099609375;0.1334228515625;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;7.9;7.6;9.8;5.5;3.844127611975944;4.866344006370822;-1.373180108994669;7.0;7.0;10.73;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.844127611975944;up;0;0.01;0.88358652033152;1
27.0;11.0;60.64515266666667;59.71579366666667;329.8;83.81976456750756;-4.514173485668858;99.0;;83.2;2.686899974136283;;0.0787353515625;1.004150390625;0.0552978515625;Груженный движется вперед;32;75131;130;;;;;752.0;16.0;748.0;14.0;752.0;26.0;748.0;21.0;704.0;21.0;744.0;23.0;/home/pi/adviser/route1;['/home/pi/adviser/route1'];690;;;7.9;7.9;9.8;5.5;3.986900610986486;5.203797941124167;-1.6163663713587524;7.0;7.0;10.73;7.4;point_30%;7.0;7.4;1;0.0;0;0;-;0.0;1;0;up;0.0;0.0;3.986900610986486;up;0;3.6190136603489558;3.783155272637561;1
